pedido_id,data,categoria,produto,quantidade,preco_unitario,receita
1345,2025-05-02,Alimentos,Azeite Extra Virgem,4,47.21,188.84
1849,2025-05-02,Vestuário,Jaqueta,4,162.25,649.0
1198,2025-05-03,Vestuário,Camiseta,5,63.23,316.15
1294,2025-05-04,Alimentos,Café Especial,2,36.63,73.26
2076,2025-05-04,Casa e Decoração,Tapete,3,201.02,603.06
1791,2025-05-04,Eletrônicos,Fone Bluetooth,4,172.04,688.16
1645,2025-05-05,Alimentos,Café Especial,2,34.44,68.88
1073,2025-05-05,Vestuário,Calça Jeans,1,47.84,47.84
1930,2025-05-05,Esporte e Lazer,Garrafa Térmica,4,93.41,373.64
1355,2025-05-05,Casa e Decoração,Jogo de Panelas,5,155.77,778.85
2187,2025-05-06,Alimentos,Barra de Cereal,1,25.8,25.8
1150,2025-05-06,Alimentos,Azeite Extra Virgem,3,13.79,41.37
1662,2025-05-06,Esporte e Lazer,Garrafa Térmica,4,286.44,1145.76
1630,2025-05-06,Alimentos,Café Especial,1,43.86,43.86
1038,2025-05-06,Vestuário,Camiseta,4,134.03,536.12
1848,2025-05-06,Alimentos,Chocolate,2,54.08,108.16
1080,2025-05-07,Eletrônicos,Mouse Sem Fio,5,98.62,493.1
1824,2025-05-07,Alimentos,Chocolate,3,24.17,72.51
1612,2025-05-07,Casa e Decoração,Luminária,5,62.68,313.4
1606,2025-05-07,Esporte e Lazer,Tênis de Corrida,4,262.2,1048.8
2081,2025-05-07,Esporte e Lazer,Garrafa Térmica,1,125.06,125.06
1161,2025-05-07,Vestuário,Tênis,2,196.97,393.94
1445,2025-05-08,Casa e Decoração,Almofada,4,148.67,594.68
1834,2025-05-09,Alimentos,Barra de Cereal,2,30.44,60.88
1838,2025-05-09,Casa e Decoração,Tapete,4,149.69,598.76
1387,2025-05-09,Eletrônicos,Fone Bluetooth,1,197.27,197.27
2092,2025-05-09,Casa e Decoração,Tapete,3,254.03,762.09
2095,2025-05-09,Eletrônicos,Smartwatch,5,355.06,1775.3
1317,2025-05-10,Casa e Decoração,Luminária,3,103.78,311.34
1465,2025-05-10,Casa e Decoração,Tapete,5,105.43,527.15
1201,2025-05-10,Alimentos,Azeite Extra Virgem,3,44.7,134.1
1423,2025-05-10,Casa e Decoração,Luminária,1,298.78,298.78
1558,2025-05-11,Eletrônicos,Mouse Sem Fio,1,343.35,343.35
1563,2025-05-11,Casa e Decoração,Tapete,2,95.97,191.94
1050,2025-05-11,Casa e Decoração,Tapete,1,203.35,203.35
1007,2025-05-11,Esporte e Lazer,Kit Yoga,5,171.41,857.05
1022,2025-05-11,Eletrônicos,Fone Bluetooth,2,155.52,311.04
1755,2025-05-12,Vestuário,Tênis,2,82.98,165.96
1501,2025-05-12,Esporte e Lazer,Garrafa Térmica,4,278.63,1114.52
1709,2025-05-14,Esporte e Lazer,Tênis de Corrida,1,265.18,265.18
2142,2025-05-14,Vestuário,Camiseta,1,43.06,43.06
1847,2025-05-14,Casa e Decoração,Luminária,1,123.21,123.21
1028,2025-05-14,Casa e Decoração,Tapete,4,80.37,321.48
1056,2025-05-15,Alimentos,Café Especial,1,37.13,37.13
1419,2025-05-16,Eletrônicos,Carregador Portátil,1,277.49,277.49
1427,2025-05-16,Casa e Decoração,Jogo de Panelas,5,62.35,311.75
1017,2025-05-16,Alimentos,Azeite Extra Virgem,1,45.57,45.57
1476,2025-05-16,Eletrônicos,Fone Bluetooth,2,293.55,587.1
1186,2025-05-17,Vestuário,Tênis,3,53.96,161.88
2057,2025-05-17,Vestuário,Jaqueta,4,245.23,980.92
1962,2025-05-17,Eletrônicos,Mouse Sem Fio,3,321.19,963.57
1739,2025-05-17,Esporte e Lazer,Bola de Futebol,4,141.03,564.12
2120,2025-05-18,Eletrônicos,Carregador Portátil,5,115.59,577.95
2060,2025-05-18,Vestuário,Calça Jeans,4,179.73,718.92
1814,2025-05-18,Casa e Decoração,Almofada,5,196.66,983.3
1148,2025-05-18,Eletrônicos,Smartwatch,1,162.64,162.64
1567,2025-05-19,Alimentos,Azeite Extra Virgem,1,16.31,16.31
1865,2025-05-19,Esporte e Lazer,Bola de Futebol,1,286.15,286.15
2109,2025-05-20,Alimentos,Azeite Extra Virgem,5,36.49,182.45
1692,2025-05-20,Esporte e Lazer,Bola de Futebol,1,142.02,142.02
2100,2025-05-21,Esporte e Lazer,Garrafa Térmica,1,117.48,117.48
1278,2025-05-22,Vestuário,Tênis,2,89.06,178.12
1382,2025-05-22,Esporte e Lazer,Garrafa Térmica,5,212.59,1062.95
1531,2025-05-22,Eletrônicos,Fone Bluetooth,2,393.46,786.92
1530,2025-05-23,Esporte e Lazer,Bola de Futebol,2,161.11,322.22
1435,2025-05-23,Casa e Decoração,Almofada,4,86.3,345.2
1614,2025-05-23,Eletrônicos,Carregador Portátil,2,293.94,587.88
1071,2025-05-23,Casa e Decoração,Luminária,2,148.39,296.78
1192,2025-05-23,Eletrônicos,Fone Bluetooth,1,367.86,367.86
1337,2025-05-23,Vestuário,Calça Jeans,4,61.96,247.84
1222,2025-05-24,Alimentos,Barra de Cereal,1,48.78,48.78
1861,2025-05-24,Eletrônicos,Smartwatch,4,303.13,1212.52
1399,2025-05-24,Vestuário,Tênis,2,123.98,247.96
1360,2025-05-25,Alimentos,Café Especial,1,29.95,29.95
1935,2025-05-25,Eletrônicos,Carregador Portátil,2,343.16,686.32
1323,2025-05-25,Esporte e Lazer,Tênis de Corrida,3,299.55,898.65
1694,2025-05-26,Alimentos,Chocolate,1,12.62,12.62
2126,2025-05-26,Casa e Decoração,Tapete,5,68.74,343.7
1649,2025-05-27,Alimentos,Café Especial,2,46.11,92.22
2054,2025-05-28,Eletrônicos,Mouse Sem Fio,4,113.79,455.16
1117,2025-05-28,Casa e Decoração,Tapete,5,252.15,1260.75
1587,2025-05-29,Esporte e Lazer,Garrafa Térmica,4,96.57,386.28
1262,2025-05-29,Eletrônicos,Carregador Portátil,5,301.53,1507.65
1485,2025-05-29,Esporte e Lazer,Bola de Futebol,5,342.98,1714.9
1211,2025-05-29,Eletrônicos,Fone Bluetooth,1,145.79,145.79
1986,2025-05-29,Eletrônicos,Mouse Sem Fio,1,343.2,343.2
1753,2025-05-29,Alimentos,Chocolate,2,51.98,103.96
1699,2025-05-29,Casa e Decoração,Tapete,1,270.36,270.36
2084,2025-05-29,Alimentos,Barra de Cereal,4,26.18,104.72
1450,2025-05-29,Eletrônicos,Mouse Sem Fio,3,136.89,410.67
1172,2025-05-30,Esporte e Lazer,Bola de Futebol,4,301.52,1206.08
1487,2025-05-30,Alimentos,Café Especial,4,12.16,48.64
1046,2025-05-31,Vestuário,Jaqueta,4,76.74,306.96
2166,2025-05-31,Alimentos,Barra de Cereal,4,46.54,186.16
2023,2025-05-31,Esporte e Lazer,Bola de Futebol,2,102.07,204.14
1252,2025-06-01,Esporte e Lazer,Garrafa Térmica,1,112.72,112.72
1472,2025-06-01,Eletrônicos,Fone Bluetooth,4,316.0,1264.0
1663,2025-06-01,Alimentos,Chocolate,1,49.67,49.67
1279,2025-06-02,Eletrônicos,Fone Bluetooth,1,115.03,115.03
1244,2025-06-02,Vestuário,Tênis,5,42.31,211.55
1326,2025-06-02,Eletrônicos,Smartwatch,4,159.21,636.84
1559,2025-06-03,Esporte e Lazer,Kit Yoga,5,134.47,672.35
1241,2025-06-03,Vestuário,Camiseta,5,185.16,925.8
1255,2025-06-03,Vestuário,Camiseta,1,55.78,55.78
1336,2025-06-03,Vestuário,Calça Jeans,2,184.79,369.58
1634,2025-06-03,Alimentos,Barra de Cereal,3,29.4,88.2
1920,2025-06-04,Esporte e Lazer,Kit Yoga,1,349.1,349.1
1740,2025-06-05,Vestuário,Jaqueta,3,49.67,149.01
1569,2025-06-05,Eletrônicos,Mouse Sem Fio,4,397.36,1589.44
1564,2025-06-05,Vestuário,Calça Jeans,1,90.37,90.37
1200,2025-06-06,Esporte e Lazer,Tênis de Corrida,4,259.73,1038.92
1196,2025-06-06,Eletrônicos,Fone Bluetooth,5,159.52,797.6
1437,2025-06-07,Vestuário,Calça Jeans,3,205.91,617.73
2129,2025-06-07,Alimentos,Barra de Cereal,4,55.79,223.16
2058,2025-06-08,Alimentos,Café Especial,5,53.31,266.55
1874,2025-06-08,Casa e Decoração,Luminária,5,57.99,289.95
1333,2025-06-09,Casa e Decoração,Tapete,1,181.11,181.11
2158,2025-06-09,Eletrônicos,Mouse Sem Fio,4,265.48,1061.92
1289,2025-06-09,Alimentos,Barra de Cereal,5,21.19,105.95
1153,2025-06-09,Vestuário,Camiseta,2,87.01,174.02
2073,2025-06-09,Vestuário,Camiseta,2,126.39,252.78
1890,2025-06-10,Casa e Decoração,Tapete,1,155.28,155.28
1534,2025-06-10,Vestuário,Camiseta,4,127.78,511.12
1064,2025-06-10,Alimentos,Chocolate,2,37.84,75.68
1595,2025-06-11,Alimentos,Azeite Extra Virgem,1,35.31,35.31
1771,2025-06-11,Eletrônicos,Fone Bluetooth,3,281.1,843.3
1850,2025-06-11,Eletrônicos,Smartwatch,4,179.52,718.08
1641,2025-06-11,Esporte e Lazer,Bola de Futebol,5,295.94,1479.7
1226,2025-06-11,Casa e Decoração,Almofada,4,256.74,1026.96
1054,2025-06-12,Esporte e Lazer,Tênis de Corrida,4,256.46,1025.84
1664,2025-06-12,Alimentos,Barra de Cereal,2,51.42,102.84
1361,2025-06-12,Esporte e Lazer,Tênis de Corrida,1,276.38,276.38
2015,2025-06-13,Esporte e Lazer,Bola de Futebol,2,199.78,399.56
2082,2025-06-13,Casa e Decoração,Luminária,3,98.48,295.44
1362,2025-06-13,Esporte e Lazer,Kit Yoga,3,312.21,936.63
2115,2025-06-13,Alimentos,Barra de Cereal,4,59.89,239.56
1479,2025-06-13,Casa e Decoração,Jogo de Panelas,2,192.51,385.02
1146,2025-06-15,Eletrônicos,Mouse Sem Fio,4,175.35,701.4
1907,2025-06-15,Eletrônicos,Smartwatch,3,383.74,1151.22
1851,2025-06-16,Alimentos,Barra de Cereal,4,38.6,154.4
1777,2025-06-16,Esporte e Lazer,Bola de Futebol,1,114.07,114.07
1796,2025-06-16,Casa e Decoração,Almofada,5,241.91,1209.55
1544,2025-06-17,Vestuário,Tênis,2,157.18,314.36
1764,2025-06-17,Esporte e Lazer,Tênis de Corrida,4,99.89,399.56
1785,2025-06-17,Alimentos,Café Especial,1,25.44,25.44
1093,2025-06-17,Vestuário,Jaqueta,4,97.53,390.12
1478,2025-06-18,Eletrônicos,Smartwatch,2,183.11,366.22
1730,2025-06-18,Casa e Decoração,Jogo de Panelas,4,298.6,1194.4
1637,2025-06-19,Casa e Decoração,Almofada,3,269.87,809.61
1819,2025-06-19,Vestuário,Tênis,5,59.19,295.95
1407,2025-06-19,Eletrônicos,Smartwatch,3,329.77,989.31
1741,2025-06-19,Casa e Decoração,Tapete,2,168.96,337.92
1705,2025-06-20,Eletrônicos,Mouse Sem Fio,2,246.09,492.18
1966,2025-06-20,Eletrônicos,Fone Bluetooth,2,296.77,593.54
1490,2025-06-20,Esporte e Lazer,Tênis de Corrida,1,190.22,190.22
1625,2025-06-21,Eletrônicos,Carregador Portátil,3,266.3,798.9
1588,2025-06-21,Eletrônicos,Fone Bluetooth,5,248.08,1240.4
1650,2025-06-22,Casa e Decoração,Luminária,5,231.38,1156.9
1177,2025-06-22,Casa e Decoração,Almofada,2,117.39,234.78
1670,2025-06-22,Vestuário,Camiseta,5,61.2,306.0
1116,2025-06-22,Esporte e Lazer,Bola de Futebol,4,210.73,842.92
1247,2025-06-22,Eletrônicos,Smartwatch,5,202.6,1013.0
1459,2025-06-22,Casa e Decoração,Almofada,3,101.78,305.34
1404,2025-06-22,Vestuário,Jaqueta,3,40.54,121.62
1825,2025-06-23,Alimentos,Barra de Cereal,1,22.67,22.67
1591,2025-06-23,Eletrônicos,Carregador Portátil,2,132.74,265.48
1378,2025-06-24,Vestuário,Camiseta,2,118.6,237.2
1223,2025-06-24,Vestuário,Calça Jeans,4,141.03,564.12
1895,2025-06-25,Alimentos,Chocolate,4,26.33,105.32
1267,2025-06-25,Vestuário,Jaqueta,5,139.58,697.9
1537,2025-06-26,Eletrônicos,Smartwatch,2,235.1,470.2
1841,2025-06-26,Vestuário,Calça Jeans,1,106.91,106.91
1687,2025-06-26,Casa e Decoração,Jogo de Panelas,5,61.33,306.65
1816,2025-06-27,Alimentos,Chocolate,3,14.22,42.66
1288,2025-06-27,Vestuário,Calça Jeans,1,72.32,72.32
1340,2025-06-27,Casa e Decoração,Luminária,4,121.65,486.6
1181,2025-06-27,Vestuário,Camiseta,2,247.89,495.78
1765,2025-06-28,Casa e Decoração,Tapete,4,90.56,362.24
1024,2025-06-28,Eletrônicos,Mouse Sem Fio,5,242.74,1213.7
1593,2025-06-28,Casa e Decoração,Jogo de Panelas,4,58.14,232.56
1092,2025-06-28,Alimentos,Café Especial,4,29.31,117.24
2168,2025-06-29,Esporte e Lazer,Bola de Futebol,1,336.09,336.09
1565,2025-06-29,Vestuário,Camiseta,3,134.57,403.71
2047,2025-06-29,Casa e Decoração,Almofada,5,226.43,1132.15
1992,2025-06-29,Eletrônicos,Mouse Sem Fio,3,336.31,1008.93
1249,2025-06-30,Casa e Decoração,Jogo de Panelas,2,48.43,96.86
1748,2025-06-30,Alimentos,Barra de Cereal,4,52.36,209.44
1761,2025-06-30,Casa e Decoração,Jogo de Panelas,5,40.14,200.7
1708,2025-06-30,Vestuário,Jaqueta,1,65.24,65.24
1720,2025-06-30,Casa e Decoração,Jogo de Panelas,4,203.56,814.24
1480,2025-06-30,Casa e Decoração,Luminária,3,41.81,125.43
2118,2025-06-30,Casa e Decoração,Luminária,1,283.94,283.94
1301,2025-06-30,Vestuário,Tênis,3,198.07,594.21
2189,2025-07-01,Alimentos,Café Especial,1,26.37,26.37
1231,2025-07-01,Esporte e Lazer,Bola de Futebol,2,29.23,58.46
1210,2025-07-01,Eletrônicos,Fone Bluetooth,3,269.21,807.63
1101,2025-07-02,Esporte e Lazer,Kit Yoga,1,102.43,102.43
1510,2025-07-02,Eletrônicos,Carregador Portátil,1,108.35,108.35
1270,2025-07-02,Casa e Decoração,Jogo de Panelas,1,175.37,175.37
1152,2025-07-03,Eletrônicos,Carregador Portátil,3,244.88,734.64
1979,2025-07-03,Casa e Decoração,Jogo de Panelas,5,150.61,753.05
1768,2025-07-04,Alimentos,Azeite Extra Virgem,4,59.24,236.96
1999,2025-07-05,Esporte e Lazer,Garrafa Térmica,2,41.36,82.72
1108,2025-07-05,Vestuário,Camiseta,3,226.42,679.26
2139,2025-07-05,Eletrônicos,Mouse Sem Fio,3,143.0,429.0
1946,2025-07-06,Casa e Decoração,Almofada,3,89.05,267.15
1893,2025-07-06,Esporte e Lazer,Kit Yoga,5,293.26,1466.3
2040,2025-07-06,Vestuário,Tênis,1,205.35,205.35
1830,2025-07-07,Vestuário,Tênis,4,152.36,609.44
1722,2025-07-07,Eletrônicos,Carregador Portátil,1,300.8,300.8
1507,2025-07-07,Casa e Decoração,Jogo de Panelas,1,201.85,201.85
1015,2025-07-07,Casa e Decoração,Almofada,1,109.99,109.99
1343,2025-07-07,Vestuário,Calça Jeans,3,192.21,576.63
2154,2025-07-07,Vestuário,Calça Jeans,1,74.88,74.88
2097,2025-07-07,Alimentos,Café Especial,3,15.98,47.94
1063,2025-07-07,Eletrônicos,Mouse Sem Fio,5,203.23,1016.15
2198,2025-07-08,Eletrônicos,Mouse Sem Fio,3,95.75,287.25
1908,2025-07-08,Vestuário,Jaqueta,2,63.11,126.22
2089,2025-07-09,Esporte e Lazer,Kit Yoga,4,208.87,835.48
1576,2025-07-09,Alimentos,Azeite Extra Virgem,3,31.13,93.39
1434,2025-07-09,Vestuário,Tênis,2,148.29,296.58
2017,2025-07-09,Casa e Decoração,Almofada,2,75.41,150.82
1012,2025-07-10,Vestuário,Calça Jeans,4,237.29,949.16
1460,2025-07-10,Esporte e Lazer,Garrafa Térmica,5,183.68,918.4
1491,2025-07-10,Alimentos,Azeite Extra Virgem,5,14.69,73.45
2002,2025-07-10,Vestuário,Calça Jeans,2,212.95,425.9
1119,2025-07-10,Casa e Decoração,Almofada,1,264.52,264.52
1602,2025-07-11,Vestuário,Jaqueta,1,123.37,123.37
1464,2025-07-11,Eletrônicos,Mouse Sem Fio,1,381.71,381.71
1605,2025-07-11,Alimentos,Barra de Cereal,3,32.53,97.59
1751,2025-07-12,Eletrônicos,Smartwatch,2,297.46,594.92
1311,2025-07-12,Vestuário,Tênis,3,219.01,657.03
1292,2025-07-14,Eletrônicos,Smartwatch,4,91.34,365.36
1982,2025-07-14,Vestuário,Jaqueta,1,41.44,41.44
1235,2025-07-14,Casa e Decoração,Tapete,5,123.2,616.0
1714,2025-07-14,Esporte e Lazer,Tênis de Corrida,5,105.15,525.75
1461,2025-07-15,Vestuário,Tênis,4,176.86,707.44
1076,2025-07-15,Esporte e Lazer,Garrafa Térmica,4,158.69,634.76
1638,2025-07-15,Vestuário,Tênis,1,246.64,246.64
1131,2025-07-16,Eletrônicos,Smartwatch,2,378.47,756.94
1905,2025-07-16,Alimentos,Café Especial,3,32.15,96.45
1548,2025-07-16,Alimentos,Azeite Extra Virgem,4,36.17,144.68
1901,2025-07-16,Esporte e Lazer,Tênis de Corrida,2,151.94,303.88
1032,2025-07-17,Alimentos,Café Especial,5,44.62,223.1
1039,2025-07-17,Casa e Decoração,Jogo de Panelas,3,129.81,389.43
1216,2025-07-17,Esporte e Lazer,Garrafa Térmica,1,142.78,142.78
2009,2025-07-17,Alimentos,Chocolate,2,58.56,117.12
1513,2025-07-17,Casa e Decoração,Tapete,3,215.2,645.6
1263,2025-07-17,Eletrônicos,Smartwatch,1,286.93,286.93
1324,2025-07-18,Alimentos,Café Especial,4,11.63,46.52
1283,2025-07-18,Casa e Decoração,Tapete,3,138.43,415.29
1044,2025-07-18,Casa e Decoração,Almofada,1,137.34,137.34
1388,2025-07-18,Esporte e Lazer,Kit Yoga,4,203.26,813.04
2102,2025-07-19,Vestuário,Calça Jeans,3,140.48,421.44
1940,2025-07-20,Casa e Decoração,Tapete,3,207.68,623.04
2090,2025-07-20,Esporte e Lazer,Bola de Futebol,1,149.81,149.81
1667,2025-07-20,Eletrônicos,Mouse Sem Fio,3,276.35,829.05
1836,2025-07-21,Casa e Decoração,Almofada,2,268.06,536.12
1629,2025-07-21,Casa e Decoração,Luminária,4,31.81,127.24
1138,2025-07-21,Vestuário,Jaqueta,1,90.63,90.63
1348,2025-07-21,Alimentos,Azeite Extra Virgem,5,13.61,68.05
1715,2025-07-24,Casa e Decoração,Jogo de Panelas,4,45.62,182.48
1997,2025-07-24,Alimentos,Chocolate,5,22.31,111.55
1105,2025-07-25,Casa e Decoração,Jogo de Panelas,2,200.6,401.2
1372,2025-07-25,Casa e Decoração,Luminária,4,296.39,1185.56
1579,2025-07-25,Eletrônicos,Carregador Portátil,4,345.41,1381.64
1349,2025-07-26,Eletrônicos,Carregador Portátil,4,135.74,542.96
1860,2025-07-26,Esporte e Lazer,Tênis de Corrida,3,248.81,746.43
1368,2025-07-26,Casa e Decoração,Jogo de Panelas,5,39.23,196.15
1963,2025-07-27,Eletrônicos,Mouse Sem Fio,4,311.87,1247.48
1978,2025-07-27,Vestuário,Tênis,4,74.63,298.52
2116,2025-07-27,Casa e Decoração,Almofada,5,61.09,305.45
1322,2025-07-27,Alimentos,Chocolate,4,19.28,77.12
2153,2025-07-27,Eletrônicos,Fone Bluetooth,2,134.36,268.72
1239,2025-07-28,Eletrônicos,Mouse Sem Fio,2,282.71,565.42
2003,2025-07-28,Alimentos,Café Especial,1,26.41,26.41
2195,2025-07-28,Alimentos,Café Especial,4,45.35,181.4
1271,2025-07-29,Eletrônicos,Mouse Sem Fio,5,277.08,1385.4
1574,2025-07-29,Alimentos,Café Especial,3,10.01,30.03
1214,2025-07-29,Alimentos,Barra de Cereal,3,32.61,97.83
2104,2025-07-30,Alimentos,Chocolate,3,41.89,125.67
1347,2025-07-30,Esporte e Lazer,Garrafa Térmica,1,185.31,185.31
1508,2025-07-30,Esporte e Lazer,Garrafa Térmica,2,255.0,510.0
1904,2025-07-30,Alimentos,Barra de Cereal,2,27.1,54.2
1221,2025-07-30,Esporte e Lazer,Tênis de Corrida,5,147.76,738.8
1921,2025-07-31,Esporte e Lazer,Bola de Futebol,1,227.35,227.35
1129,2025-07-31,Esporte e Lazer,Garrafa Térmica,5,68.29,341.45
2098,2025-07-31,Esporte e Lazer,Garrafa Térmica,1,286.33,286.33
1350,2025-08-01,Vestuário,Camiseta,4,172.04,688.16
1189,2025-08-01,Esporte e Lazer,Tênis de Corrida,3,241.19,723.57
1483,2025-08-01,Casa e Decoração,Tapete,3,269.47,808.41
1833,2025-08-02,Esporte e Lazer,Kit Yoga,4,93.26,373.04
2037,2025-08-02,Esporte e Lazer,Kit Yoga,1,100.23,100.23
1772,2025-08-02,Eletrônicos,Fone Bluetooth,4,383.75,1535.0
1468,2025-08-02,Eletrônicos,Carregador Portátil,1,101.33,101.33
1879,2025-08-03,Alimentos,Café Especial,2,54.46,108.92
2113,2025-08-03,Esporte e Lazer,Kit Yoga,2,214.98,429.96
1095,2025-08-03,Eletrônicos,Smartwatch,5,350.36,1751.8
1784,2025-08-04,Alimentos,Café Especial,3,45.31,135.93
1373,2025-08-04,Alimentos,Azeite Extra Virgem,2,26.16,52.32
1299,2025-08-04,Alimentos,Chocolate,4,52.53,210.12
1698,2025-08-04,Casa e Decoração,Luminária,3,115.22,345.66
2008,2025-08-05,Vestuário,Calça Jeans,5,105.48,527.4
1713,2025-08-05,Esporte e Lazer,Bola de Futebol,3,123.45,370.35
1098,2025-08-05,Esporte e Lazer,Tênis de Corrida,1,203.09,203.09
2117,2025-08-05,Alimentos,Barra de Cereal,2,40.7,81.4
1973,2025-08-06,Eletrônicos,Carregador Portátil,4,388.28,1553.12
1688,2025-08-06,Esporte e Lazer,Tênis de Corrida,4,230.63,922.52
1939,2025-08-06,Alimentos,Café Especial,2,33.54,67.08
1204,2025-08-06,Esporte e Lazer,Garrafa Térmica,2,223.72,447.44
1799,2025-08-06,Esporte e Lazer,Bola de Futebol,1,58.51,58.51
1157,2025-08-06,Esporte e Lazer,Kit Yoga,1,54.99,54.99
1801,2025-08-07,Eletrônicos,Mouse Sem Fio,3,273.75,821.25
1656,2025-08-07,Vestuário,Tênis,3,166.44,499.32
1383,2025-08-08,Vestuário,Calça Jeans,1,221.95,221.95
1525,2025-08-08,Vestuário,Tênis,2,217.41,434.82
1998,2025-08-08,Vestuário,Calça Jeans,1,46.67,46.67
1351,2025-08-08,Casa e Decoração,Luminária,4,166.31,665.24
1752,2025-08-09,Casa e Decoração,Almofada,3,182.1,546.3
1870,2025-08-09,Alimentos,Azeite Extra Virgem,3,27.53,82.59
1756,2025-08-09,Eletrônicos,Mouse Sem Fio,3,270.02,810.06
1346,2025-08-09,Esporte e Lazer,Kit Yoga,3,77.54,232.62
2188,2025-08-09,Alimentos,Azeite Extra Virgem,3,40.58,121.74
2022,2025-08-09,Casa e Decoração,Luminária,3,271.27,813.81
1224,2025-08-10,Alimentos,Azeite Extra Virgem,4,19.1,76.4
1025,2025-08-10,Esporte e Lazer,Kit Yoga,5,200.45,1002.25
1886,2025-08-10,Esporte e Lazer,Tênis de Corrida,5,293.42,1467.1
1557,2025-08-11,Alimentos,Azeite Extra Virgem,3,44.34,133.02
1727,2025-08-11,Alimentos,Barra de Cereal,5,34.07,170.35
1065,2025-08-11,Vestuário,Jaqueta,2,169.15,338.3
1640,2025-08-12,Casa e Decoração,Almofada,5,159.03,795.15
2031,2025-08-13,Vestuário,Camiseta,3,237.09,711.27
2070,2025-08-13,Esporte e Lazer,Garrafa Térmica,1,236.98,236.98
1659,2025-08-13,Alimentos,Azeite Extra Virgem,3,32.42,97.26
1411,2025-08-14,Eletrônicos,Carregador Portátil,5,110.63,553.15
2036,2025-08-14,Vestuário,Jaqueta,3,44.98,134.94
2075,2025-08-14,Casa e Decoração,Jogo de Panelas,4,239.91,959.64
1315,2025-08-14,Esporte e Lazer,Garrafa Térmica,1,58.21,58.21
1431,2025-08-14,Esporte e Lazer,Bola de Futebol,4,123.52,494.08
1725,2025-08-14,Esporte e Lazer,Bola de Futebol,5,337.75,1688.75
1274,2025-08-15,Alimentos,Azeite Extra Virgem,4,12.63,50.52
1462,2025-08-15,Eletrônicos,Fone Bluetooth,4,355.06,1420.24
1502,2025-08-15,Vestuário,Camiseta,5,40.39,201.95
1199,2025-08-16,Esporte e Lazer,Garrafa Térmica,4,154.12,616.48
2048,2025-08-16,Casa e Decoração,Jogo de Panelas,5,184.44,922.2
1128,2025-08-16,Alimentos,Barra de Cereal,1,23.99,23.99
1956,2025-08-17,Eletrônicos,Mouse Sem Fio,1,304.8,304.8
1122,2025-08-17,Casa e Decoração,Jogo de Panelas,3,291.71,875.13
1258,2025-08-17,Casa e Decoração,Tapete,3,103.48,310.44
1706,2025-08-18,Eletrônicos,Mouse Sem Fio,4,165.52,662.08
1916,2025-08-18,Vestuário,Tênis,2,195.52,391.04
1804,2025-08-18,Casa e Decoração,Jogo de Panelas,1,54.86,54.86
2106,2025-08-18,Eletrônicos,Smartwatch,4,367.34,1469.36
1521,2025-08-19,Vestuário,Jaqueta,1,203.84,203.84
1030,2025-08-19,Eletrônicos,Fone Bluetooth,1,287.26,287.26
1592,2025-08-20,Esporte e Lazer,Kit Yoga,4,281.36,1125.44
1418,2025-08-20,Esporte e Lazer,Tênis de Corrida,4,87.36,349.44
1965,2025-08-20,Vestuário,Calça Jeans,3,197.66,592.98
2107,2025-08-20,Alimentos,Chocolate,3,55.39,166.17
1380,2025-08-20,Eletrônicos,Mouse Sem Fio,3,377.9,1133.7
1168,2025-08-21,Esporte e Lazer,Bola de Futebol,4,199.56,798.24
2165,2025-08-21,Eletrônicos,Carregador Portátil,3,393.03,1179.09
1104,2025-08-21,Alimentos,Chocolate,1,25.97,25.97
1335,2025-08-21,Esporte e Lazer,Bola de Futebol,1,292.97,292.97
1672,2025-08-22,Casa e Decoração,Tapete,4,69.2,276.8
1839,2025-08-22,Eletrônicos,Fone Bluetooth,5,193.21,966.05
1635,2025-08-22,Alimentos,Barra de Cereal,3,17.35,52.05
1376,2025-08-22,Casa e Decoração,Jogo de Panelas,2,80.85,161.7
1033,2025-08-22,Casa e Decoração,Tapete,3,117.26,351.78
1873,2025-08-23,Vestuário,Calça Jeans,1,118.38,118.38
1109,2025-08-23,Alimentos,Barra de Cereal,4,44.4,177.6
1728,2025-08-23,Casa e Decoração,Almofada,1,294.92,294.92
1276,2025-08-24,Eletrônicos,Smartwatch,1,187.64,187.64
1185,2025-08-24,Vestuário,Calça Jeans,5,193.48,967.4
2018,2025-08-25,Vestuário,Jaqueta,3,88.59,265.77
2034,2025-08-25,Eletrônicos,Smartwatch,2,106.92,213.84
1947,2025-08-25,Vestuário,Tênis,5,161.09,805.45
1934,2025-08-26,Alimentos,Chocolate,4,34.39,137.56
1253,2025-08-27,Casa e Decoração,Jogo de Panelas,3,257.21,771.63
2016,2025-08-27,Casa e Decoração,Tapete,3,37.87,113.61
1766,2025-08-27,Eletrônicos,Fone Bluetooth,5,215.24,1076.2
1657,2025-08-27,Casa e Decoração,Jogo de Panelas,5,158.65,793.25
1436,2025-08-27,Eletrônicos,Smartwatch,2,280.94,561.88
1855,2025-08-27,Esporte e Lazer,Garrafa Térmica,1,186.1,186.1
2041,2025-08-27,Vestuário,Tênis,4,123.51,494.04
1357,2025-08-28,Vestuário,Tênis,2,78.01,156.02
1608,2025-08-28,Eletrônicos,Fone Bluetooth,2,385.62,771.24
1041,2025-08-28,Eletrônicos,Fone Bluetooth,4,242.62,970.48
2185,2025-08-29,Casa e Decoração,Almofada,5,98.48,492.4
